focal0	Venus0	treatment	plate	focal96	venus96	focal_f	venus_f	r_f	r_v	w_ma	r_anc	w_anc	stma	stanc	s	st	rel	rel_unscaled	line	line2	gen	anc	rep	type	genic	exonic	intronic	intergenic	utr5	utr3	fold0	fold4	fold2	fold3	CDS	nonsynonymous	nonsense	SNP	indel
822	166	0	D	9909	19039	99090	190390	0.049917119	0.073383772	-0.023466653	0.053043501	-0.020340271	-0.30665103	-0.265796955	0.003126382	0.040854074	0.959145926	0.996873618	2931L7	2931L7	1067.34507	2931	1	ma	66	49	17	6	5	12	18	7	7	0	32	21	1	63	9
507	184	0	A	16839	31631	168390	316310	0.06047424	0.077599399	-0.017125159	0.06085985	-0.016739549	-0.195042474	-0.190650664	0.000385611	0.00439181	0.99560819	0.999614389	2931L9	2931L9	1079.236285	2931	1	ma	98	58	41	15	4	21	23	7	3	0	33	23	2	98	15
1382	164	0	A	5017	23421	50170	234210	0.037415474	0.075667781	-0.038252307	0.037415474	-0.038252307	-0.708650083	-0.708650083	0	0	1	1	2937anc	2937_1	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	401	0	B	2836	37209	28360	372090	0.040772301	0.07117635	-0.030404049	0.040606232	-0.030570118	-0.518996213	-0.521831001	-0.000166069	-0.002834788	1.002834788	1.000166069	2937anc	2937_2	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2264	599	0	B	10988	25858	109880	258580	0.040440164	0.063205196	-0.022765032	0.040606232	-0.022598964	-0.388598425	-0.385763635	0.000166069	0.002834789	0.997165211	0.999833931	2937anc	2937_3	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1280	579	0	C	18585	56642	185850	566420	0.051854998	0.071726965	-0.019871967	0.047689346	-0.024037619	-0.288831765	-0.349377998	-0.004165652	-0.060546233	1.060546233	1.004165652	2937anc	2937_4	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	1002	0	C	5155	18019	51550	180190	0.043523693	0.054083478	-0.010559784	0.047689346	-0.006394132	-0.1534826	-0.092936366	0.004165653	0.060546234	0.939453766	0.995834347	2937anc	2937_5	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
893	163	0	D	4116	19743	41160	197430	0.039902454	0.073951971	-0.034049516	0.044504484	-0.029447486	-0.53031344	-0.458637873	0.00460203	0.071675566	0.928324434	0.99539797	2937anc	2937_6	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005	185	0	D	11208	11784	112080	117840	0.049106514	0.067257575	-0.018151061	0.044504484	-0.022753091	-0.282698632	-0.354374197	-0.00460203	-0.071675565	1.071675565	1.00460203	2937anc	2937_7	0	2937	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	562	0	B	8455	22095	84550	220950	0.055013679	0.062231144	-0.007217466	0.040606232	-0.021624912	-0.123201927	-0.369136605	-0.014407446	-0.245934679	1.245934679	1.014407446	2937L1	2937L1	925.2416677	2937	1	ma	55	35	20	8	3	9	16	4	3	0	23	13	3	49	14
1238	626	0	C	16046	36816	160460	368160	0.05067237	0.066426276	-0.015753906	0.047689346	-0.018736931	-0.228977262	-0.272334428	-0.002983024	-0.043357166	1.043357166	1.002983024	2937L10	2937L10	949.0897893	2937	1	ma	46	24	22	5	0	9	10	2	3	0	15	9	3	34	17
2315	252	0	A	35054	28486	350540	284860	0.052292345	0.073232542	-0.020940197	0.037415474	-0.035817068	-0.387931428	-0.663535614	-0.014876871	-0.275604185	1.275604185	1.014876871	2937L11	2937L11	955.8661526	2937	1	ma	20	14	6	3	1	5	4	4	0	0	8	4	1	21	2
1800	581	0	C	32676	18416	326760	184160	0.054181659	0.059987599	-0.005805939	0.047689346	-0.012298253	-0.084387202	-0.178750603	-0.006492314	-0.094363401	1.094363401	1.006492314	2937L12	2937L12	980.5629424	2937	1	ma	34	19	15	6	2	5	7	3	2	0	12	7	0	31	9
726	109	0	A	10059	36832	100590	368320	0.051367272	0.084639162	-0.03327189	0.037415474	-0.047223688	-0.616384453	-0.874851026	-0.013951798	-0.258466573	1.258466573	1.013951798	2937L13	2937L13	965.3100589	2937	1	ma	41	21	20	10	1	5	10	0	5	0	15	9	2	42	9
475	282	0	A	20441	29054	204410	290540	0.063172586	0.072266557	-0.009093971	0.037415474	-0.034851083	-0.168472016	-0.645640084	-0.025757112	-0.477168068	1.477168068	1.025757112	2937L15	2937L15	915.605205	2937	1	ma	32	19	13	3	6	6	4	2	1	0	7	5	0	24	11
2405	1178	0	C	24804	29548	248040	295480	0.048292085	0.057549824	-0.009257739	0.047689346	-0.009860478	-0.134557847	-0.143318436	-0.000602739	-0.008760589	1.008760589	1.000602739	2937L2	2937L2	991.1691217	2937	1	ma	32	17	15	1	2	4	5	5	1	0	11	3	2	25	8
385	86	0	A	22779	27351	227790	273510	0.066488918	0.084007773	-0.017518855	0.037415474	-0.046592299	-0.324548737	-0.863154113	-0.029073444	-0.538605375	1.538605375	1.029073444	2937L3	2937L3	996.2538953	2937	1	ma	53	29	24	4	3	2	13	5	6	0	24	16	1	46	11
942	340	0	C	29126	26056	291260	260560	0.059728816	0.069183779	-0.009454963	0.047689346	-0.021494434	-0.13742443	-0.312413725	-0.01203947	-0.174989295	1.174989295	1.01203947	2937L4	2937L4	1019.276952	2937	1	ma	41	18	23	4	2	4	8	3	1	0	12	6	0	26	19
441	414	0	B	7716	32055	77160	320550	0.053797829	0.069290912	-0.015493083	0.040606232	-0.02868468	-0.264466468	-0.489646632	-0.013191597	-0.225180164	1.225180164	1.013191597	2937L5	2937L5	951.4903603	2937	1	ma	36	19	17	2	1	8	5	4	1	0	10	5	1	35	3
2689	131	0	D	10038	10970	100380	109700	0.037706183	0.070107368	-0.032401185	0.044504484	-0.025602884	-0.50464105	-0.398759066	0.006798301	0.105881984	0.894118016	0.993201699	2937L6	2937L6	977.3438015	2937	1	ma	39	23	16	5	3	4	12	0	4	0	16	14	1	32	12
712	150	0	D	1130	18563	11300	185630	0.028796668	0.074175786	-0.045379118	0.044504484	-0.029671301	-0.706769402	-0.462123744	0.015707817	0.244645658	0.755354342	0.984292183	2937L7	2937L7	954.3078344	2937	1	ma	17	10	7	2	1	5	2	2	1	0	5	2	0	16	3
38	276	0	D	155	20898	1550	208980	0.038629417	0.06905826	-0.030428843	0.044504484	-0.024553776	-0.47392228	-0.382419451	0.005875067	0.091502829	0.908497171	0.994124933	2937L8	2937L8	403.8766266	2937	1	ma	14	11	3	1	1	5	3	1	1	0	5	3	0	10	5
791	406	0	B	6391	37397	63910	373970	0.045749304	0.071099768	-0.025350464	0.040606232	-0.030493535	-0.432731667	-0.520523742	-0.005143071	-0.087792074	1.087792074	1.005143071	2937L9	2937L9	966.6297184	2937	1	ma	87	60	27	10	7	13	29	6	5	0	40	26	2	81	16
21	50	25	A	489	19528	4890	195280	0.056775262	0.08614757	-0.029372308	0.067059818	-0.019087752	-0.303599578	-0.197295816	0.010284556	0.106303762	0.893696238	0.989715444	1373anc	1373_1	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	15	25	A	671	25172	6710	251720	0.077344374	0.101333567	-0.023989193	0.067059818	-0.034273749	-0.24795835	-0.354262111	-0.010284556	-0.106303761	1.106303761	1.010284556	1373anc	1373_2	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	78	25	A	NA	NA	NA	NA	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373anc	1373_3	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373anc	1373_4	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373anc	1373_5	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373anc	1373_6	0	1373	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	33	25	A	556	28123	5560	281230	0.071162437	0.094275214	-0.023112778	0.067059818	-0.027215396	-0.238899494	-0.281305196	-0.004102619	-0.042405702	1.042405702	1.004102619	1373L1	1373L1	770.7047291	1373	1	ma	114	66	48	11	7	22	25	6	6	0	37	26	2	102	23
NA	NA	25	A	157	28404	1570	284040	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373L10	1373L10	629.8660652	1373	1	ma	161	95	67	14	7	27	33	20	8	0	61	36	3	155	20
23	42	25	B	375	34997	3750	349970	0.053062676	0.09404097	-0.040978294	NA	NA	NA	NA	NA	NA	NA	NA	1373L11	1373L11	750.5657704	1373	1	ma	145	103	42	13	4	41	37	9	10	2	58	40	5	132	26
4	63	25	A	NA	NA	NA	NA	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373L13	1373L13	773.4792046	1373	1	ma	198	117	81	17	12	36	44	14	10	1	69	47	3	208	7
NA	NA	25	B	145	24475	1450	244750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373L14	1373L14	732.1518826	1373	1	ma	132	80	53	27	6	42	22	8	2	0	32	22	3	116	43
72	79	25	A	NA	NA	NA	NA	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373L15	1373L15	198.0432606	1373	1	ma	5	2	3	2	0	2	0	0	0	0	0	0	0	2	5
NA	NA	25	A	412	19019	4120	190190	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373L2	1373L2	683.3994287	1373	1	ma	211	138	73	23	10	57	42	16	12	2	72	49	1	220	14
NA	NA	25	D	682	10024	6820	100240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373L3	1373L3	677.8495255	1373	1	ma	123	75	48	17	5	22	34	1	13	1	49	41	3	129	11
30	58	25	A	389	27345	3890	273450	0.05067674	0.088108657	-0.037431917	0.067059818	-0.021048839	-0.386905726	-0.217566107	0.016383078	0.16933962	0.83066038	0.983616922	1373L4	1373L4	689.0099188	1373	1	ma	72	47	25	7	2	25	14	2	4	0	20	17	2	71	8
NA	NA	25	A	NA	NA	NA	NA	NA	NA	NA	0.067059818	NA	NA	NA	NA	NA	NA	NA	1373L5	1373L5	693.415255	1373	1	ma	158	98	60	13	6	39	34	12	7	0	53	35	2	155	16
5	33	25	D	130	13135	1300	131350	0.057923767	0.08634493	-0.028421163	NA	NA	NA	NA	NA	NA	NA	NA	1373L6	1373L6	748.9369019	1373	1	ma	154	87	67	15	6	36	28	9	8	0	45	31	1	152	17
NA	NA	25	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373L7	1373L7	766.3732615	1373	1	ma	119	82	39	18	4	33	28	11	7	0	46	27	4	114	23
12	50	25	B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1373L8	1373L8	724.7115706	1373	1	ma	159	108	52	10	5	30	49	15	9	0	73	53	2	154	15
NA	NA	25	A	894	7084	8940	70840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_1	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	13	25	B	2793	13778	27930	137780	0.082654912	0.096546501	-0.013891589	0.082654912	-0.013891589	-0.116495387	-0.116495387	0	0	1	1	1952anc	1952_2	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	B	1260	27459	12600	274590	NA	NA	NA	0.082654912	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_3	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	47	25	C	773	14954	7730	149540	0.061545226	0.084012204	-0.022466978	0.076487077	-0.007525128	-0.203602009	-0.0681948	0.014941851	0.135407209	0.864592791	0.985058149	1952anc	1952_4	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	43	25	C	7133	4528	71330	45280	0.091428927	0.072493965	0.018934963	0.076487077	0.003993112	0.171593901	0.036186693	-0.014941851	-0.135407209	1.135407209	1.014941851	1952anc	1952_5	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	C	2529	4799	25290	47990	NA	NA	NA	0.076487077	NA	NA	NA	NA	NA	NA	NA	1952anc	1952_6	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	57	25	D	1524	6949	15240	69490	0.08006009	0.074019655	0.006040436	0.08006009	0.006040436	0.052297104	0.052297104	0	0	1	1	1952anc	1952_7	0	1952	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA	NA	25	B	559	11980	5590	119800	NA	NA	NA	0.082654912	NA	NA	NA	NA	NA	NA	NA	1952L1	1952L1	1073.672953	1952	1	ma	25	14	11	3	2	6	4	2	0	0	6	3	2	23	5
NA	NA	25	A	2887	10585	28870	105850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1952L10	1952L10	1047.061965	1952	1	ma	15	7	8	4	1	3	2	0	1	0	3	2	0	15	4
23	55	25	D	4712	13382	47120	133820	0.079426652	0.081217893	-0.001791241	0.08006009	-0.001157802	-0.015508269	-0.010024064	0.000633438	0.005484205	0.994515795	0.999366562	1952L11	1952L11	1066.196226	1952	1	ma	23	11	12	4	2	4	4	0	1	0	5	4	1	20	7
NA	NA	25	D	467	12128	4670	121280	NA	NA	NA	0.08006009	NA	NA	NA	NA	NA	NA	NA	1952L12	1952L12	1043.740747	1952	1	ma	49	30	19	0	0	11	13	4	2	0	19	12	2	44	5
4	30	25	C	734	9846	7340	98460	0.078279164	0.084335503	-0.006056339	0.076487077	-0.007848426	-0.054884226	-0.071124623	-0.001792088	-0.016240397	1.016240397	1.001792088	1952L13	1952L13	1002.450907	1952	1	ma	30	13	17	8	2	5	5	1	0	0	6	5	0	33	5
52	49	25	B	2464	9533	24640	95330	0.064175861	0.078888329	-0.014712467	0.082654912	0.003766584	-0.123379299	0.031586711	0.018479051	0.154966009	0.845033991	0.981520949	1952L14	1952L14	1084.652422	1952	1	ma	21	11	10	4	2	3	3	1	2	0	6	4	0	21	4
20	33	25	D	2303	19280	23030	192800	0.073425216	0.09034272	-0.016917504	0.08006009	-0.010282629	-0.146468985	-0.089025325	0.006634875	0.05744366	0.94255634	0.993365125	1952L15	1952L15	1049.141229	1952	1	ma	27	15	12	4	1	5	7	1	1	0	9	6	1	22	9
15	43	25	C	2425	13504	24250	135040	0.076959601	0.083876315	-0.006916713	0.076487077	-0.007389238	-0.062681183	-0.066963331	-0.000472524	-0.004282148	1.004282148	1.000472524	1952L2	1952L2	1082.900304	1952	1	ma	41	17	24	4	1	8	6	1	1	0	8	5	1	36	9
48	61	25	B	9001	19898	90010	198980	0.078504948	0.084271726	-0.005766778	0.082654912	-0.001616814	-0.048360416	-0.013558665	0.004149964	0.034801751	0.965198249	0.995850036	1952L3	1952L3	1077.265533	1952	1	ma	34	25	9	1	2	6	11	3	3	0	17	13	1	31	4
22	75	25	C	206	24837	2060	248370	0.047285613	0.084429029	-0.037143416	0.076487077	-0.007941952	-0.336603975	-0.071972179	0.029201464	0.264631796	0.735368204	0.970798536	1952L4	1952L4	953.5124537	1952	1	ma	3	3	0	0	0	0	2	0	1	0	3	3	0	3	0
NA	NA	25	C	34	12338	340	123380	NA	NA	NA	0.076487077	NA	NA	NA	NA	NA	NA	NA	1952L5	1952L5	702.9989955	1952	1	ma	19	16	3	2	0	1	8	4	2	1	15	9	0	20	1
5	50	25	D	7850	4091	78500	40910	0.10063975	0.069865696	0.030774054	0.08006009	0.010194395	0.266436731	0.088261402	-0.02057966	-0.178175329	1.178175329	1.02057966	1952L6	1952L6	1063.92499	1952	1	ma	43	23	20	3	4	7	7	3	2	0	12	8	0	42	4
2	51	25	B	687	13150	6870	131500	0.084810127	0.081822255	0.002987872	0.082654912	0.000832657	0.025056405	0.006982692	-0.002155215	-0.018073714	1.018073714	1.002155215	1952L7	1952L7	1048.043857	1952	1	ma	34	21	13	2	0	4	7	6	4	0	17	6	0	29	7
1	23	25	B	476	18799	4760	187990	0.088208364	0.093840102	-0.005631738	0.082654912	-0.01118519	-0.047227969	-0.093799424	-0.005553452	-0.046571455	1.046571455	1.005553452	1952L8	1952L8	1000.174209	1952	1	ma	37	24	13	7	2	7	8	3	3	1	15	10	2	41	3
65	66	25	A	8335	5009	83350	50090	0.074546006	0.06908252	0.005463486	0.083722062	0.014639542	0.045233002	0.121202909	0.009176056	0.075969908	0.924030092	0.990823944	2342anc	2342_1	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	24	25	A	15081	3094	150810	30940	0.094693362	0.074601576	0.020091786	0.083722062	0.009120486	0.166342826	0.075509839	-0.010971299	-0.090832987	1.090832987	1.010971299	2342anc	2342_2	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	49	25	A	9376	2511	93760	25110	0.081926819	0.064991679	0.016935141	0.083722062	0.018730384	0.140208503	0.155071582	0.001795243	0.014863079	0.985136921	0.998204757	2342anc	2342_3	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	76	25	B	18751	1737	187510	17370	0.078400697	0.056580901	0.021819796	0.078400697	0.021819796	0.192910659	0.192910659	0	0	1	1	2342anc	2342_4	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	110	25	C	5418	1625	54180	16250	0.069743484	0.052035082	0.017708403	0.069743484	0.017708403	0.175995358	0.175995358	0	0	1	1	2342anc	2342_5	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	33	25	D	9390	2295	93900	22950	0.079852042	0.068172559	0.011679483	0.079852042	0.011679483	0.101382514	0.101382514	0	0	1	1	2342anc	2342_6	0	2342	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	17	25	D	7527	4705	75270	47050	0.059083426	0.082559925	-0.023476499	0.079852042	-0.002707883	-0.203785262	-0.023505491	0.020768616	0.180279771	0.819720229	0.979231384	2342L1	2342L1	1108.704281	2342	1	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
63	76	25	C	53840	1621	538400	16210	0.094304399	0.05586094	0.038443459	0.069743484	0.013882544	0.382071177	0.137971973	-0.024560915	-0.244099204	1.244099204	1.024560915	2342L10	2342L10	1130.380421	2342	1	ma	62	43	19	5	4	15	13	9	3	0	25	13	0	61	6
40	54	25	B	34523	1659	345230	16590	0.094407153	0.059662201	0.034744952	0.078400697	0.018738496	0.307183049	0.165668623	-0.016006456	-0.141514426	1.141514426	1.016006456	2342L11	2342L11	1108.913665	2342	1	ma	65	47	18	7	3	22	18	2	2	0	22	18	1	65	7
4	43	25	C	474	16025	4740	160250	0.073723938	0.085659274	-0.011935335	0.069743484	-0.015915789	-0.118619598	-0.158179427	-0.003980454	-0.039559829	1.039559829	1.003980454	2342L12	2342L12	825.6364913	2342	1	ma	38	34	4	1	4	5	12	6	7	0	25	14	1	37	2
6	34	25	D	395	7880	3950	78800	0.06760116	0.080711539	-0.013110379	0.079852042	-0.000859497	-0.113803253	-0.007460773	0.012250882	0.106342479	0.893657521	0.987749118	2342L14	2342L14	1091.379213	2342	1	ma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	25	C	15	13890	150	138900	NA	NA	NA	0.069743484	NA	NA	NA	NA	NA	NA	NA	2342L15	2342L15	1121.580331	2342	1	ma	63	38	25	6	5	12	16	4	1	0	21	15	0	60	9
279	39	25	B	26061	9439	260610	94390	0.071245506	0.0811628	-0.009917294	0.078400697	-0.002762102	-0.087679634	-0.02441998	0.007155192	0.063259654	0.936740346	0.992844808	2342L3	2342L3	1048.069541	2342	1	ma	126	84	42	13	5	36	26	10	7	0	43	29	4	128	11
598	46	25	D	9431	14162	94310	141620	0.052716164	0.083669389	-0.030953224	0.079852042	-0.003817347	-0.268686181	-0.033136071	0.027135878	0.23555011	0.76444989	0.972864122	2342L4	2342L4	1093.286453	2342	1	ma	152	92	60	9	7	31	33	15	6	0	54	37	1	152	9
72	45	25	C	16178	1386	161780	13860	0.080388818	0.059688539	0.020700279	0.069743484	0.010054945	0.205730184	0.099931295	-0.010645334	-0.105798889	1.105798889	1.010645334	2342L5	2342L5	1120.561999	2342	1	ma	93	56	37	13	12	17	15	4	8	0	27	16	1	98	8
424	80	25	A	43299	2195	432990	21950	0.072174338	0.058484331	0.013690007	0.083722062	0.025237731	0.113341567	0.208946863	0.011547724	0.095605296	0.904394704	0.988452276	2342L7	2342L7	1126.120418	2342	1	ma	60	40	20	5	5	15	13	4	3	0	20	15	1	63	2
79	20	25	B	2158	24695	21580	246950	0.058438275	0.098137593	-0.039699318	0.078400697	-0.019736895	-0.350985018	-0.174495557	0.019962422	0.176489461	0.823510539	0.980037578	2342L8	2342L8	562.3858322	2342	1	ma	14	8	6	0	1	3	1	1	2	0	4	3	0	10	4
145	16	25	B	7894	11092	78940	110920	0.065621975	0.092124748	-0.026502773	0.078400697	-0.01372405	-0.234313249	-0.121335488	0.012778722	0.112977761	0.887022239	0.987221278	2342L9	2342L9	959.3468012	2342	1	ma	46	32	14	1	4	11	10	4	2	1	17	11	2	41	6
65	43	25	A	22323	17546	223230	175460	0.084808028	0.086603815	-0.001795788	0.084808028	-0.001795788	-0.014677209	-0.014677209	0	0	1	1	2344anc	2344_1	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	25	25	B	33504	16738	335040	167380	0.081897842	0.091761939	-0.009864097	0.081897842	-0.009864097	-0.083485364	-0.083485364	0	0	1	1	2344anc	2344_2	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	38	25	C	11523	5465	115230	54650	0.074529956	0.075740816	-0.00121086	0.074529956	-0.00121086	-0.011261304	-0.011261304	0	0	1	1	2344anc	2344_3	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	67	25	D	2598	15476	25980	154760	0.059247349	0.08067644	-0.021429091	0.068766042	-0.011910398	-0.216000711	-0.120054297	0.009518693	0.095946414	0.904053586	0.990481307	2344anc	2344_4	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	32	25	D	11777	7273	117770	72730	0.079699345	0.080508056	-0.00080871	0.068766042	-0.011742014	-0.008151627	-0.118357022	-0.010933304	-0.110205395	1.110205395	1.010933304	2344anc	2344_5	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	93	25	D	5399	6286	53990	62860	0.067351431	0.067875686	-0.000524255	0.068766042	0.000890356	-0.005284381	0.0089746	0.001414611	0.01425898	0.98574102	0.998585389	2344anc	2344_6	0	2344	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	56	25	A	6342	18933	63420	189330	0.06464067	0.084644741	-0.020004071	0.084808028	0.000163287	-0.163495909	0.001334564	0.020167358	0.164830473	0.835169527	0.979832642	2344L1	2344L1	912.356113	2344	1	ma	367	233	134	29	20	54	97	27	34	1	159	98	11	345	51
224	41	25	B	23407	12684	234070	126840	0.072413848	0.083719892	-0.011306044	0.081897842	-0.001822051	-0.095689365	-0.015421032	0.009483993	0.080268333	0.919731667	0.990516007	2344L10	2344L10	917.129696	2344	1	ma	54	30	24	5	2	5	14	5	4	0	23	14	1	51	8
987	61	25	D	10448	7381	104480	73810	0.048563343	0.073941413	-0.02537807	0.068766042	-0.005175371	-0.255805589	-0.052166651	0.020202699	0.203638938	0.796361062	0.979797301	2344L12	2344L12	950.0552184	2344	1	ma	67	40	27	7	1	7	19	10	3	0	32	19	0	65	9
148	32	25	B	17373	8254	173730	82540	0.073625473	0.081826067	-0.008200594	0.081897842	7.18E-05	-0.069406208	0.000607472	0.008272369	0.07001368	0.92998632	0.991727631	2344L13	2344L13	961.4186064	2344	1	ma	45	36	9	4	3	12	11	6	4	0	21	13	0	39	10
46	27	25	D	18031	5566	180310	55660	0.086185328	0.07949146	0.006693868	0.068766042	-0.010725419	0.067472774	-0.108109955	-0.017419286	-0.175582729	1.175582729	1.017419286	2344L14	2344L14	931.447801	2344	1	ma	42	30	12	4	4	10	13	2	1	0	16	9	0	35	11
50	51	25	A	8536	20495	85360	204950	0.077527186	0.086444747	-0.008917561	0.084808028	-0.001636719	-0.072884397	-0.013377122	0.007280841	0.059507274	0.940492726	0.992719159	2344L15	2344L15	946.6643063	2344	1	ma	49	31	18	4	1	13	9	6	1	1	17	7	3	40	13
123	71	25	D	20040	4594	200400	45940	0.077040482	0.067420954	0.009619528	0.068766042	0.001345087	0.096962811	0.013558196	-0.008274441	-0.083404615	1.083404615	1.008274441	2344L2	2344L2	923.1078072	2344	1	ma	71	47	24	9	3	15	15	8	6	0	29	15	2	68	12
NA	NA	25	C	9954	9182	99540	91820	NA	NA	NA	0.074529956	NA	NA	NA	NA	NA	NA	NA	2344L3	2344L3	1000.469526	2344	1	ma	58	36	22	5	2	12	13	5	4	0	22	12	0	52	11
17	42	25	A	186	19013	1860	190130	0.048907484	0.087685351	-0.038777868	0.084808028	-0.002877324	-0.316936619	-0.023516745	0.035900544	0.293419874	0.706580126	0.964099456	2344L4	2344L4	808.9505794	2344	1	ma	23	18	5	1	1	3	7	3	3	1	14	9	0	22	2
10	33	25	C	5502	12969	55020	129690	0.089717364	0.086212445	0.003504919	0.074529956	-0.011682489	0.032596623	-0.108650064	-0.015187408	-0.141246687	1.141246687	1.015187408	2344L6	2344L6	970.6307256	2344	1	ma	31	20	11	7	0	7	5	6	2	0	13	7	0	27	11
73	26	25	B	3136	3944	31360	39440	0.063154469	0.076296242	-0.013141773	0.081897842	0.005601599	-0.111226168	0.047409464	0.018743373	0.158635632	0.841364368	0.981256627	2344L7	2344L7	990.9451516	2344	1	ma	35	25	10	10	2	3	15	4	1	0	20	13	1	37	8
29	28	25	C	5743	1985	57430	19850	0.07907319	0.068372446	0.010700745	0.074529956	0.00615751	0.099519594	0.057266379	-0.004543235	-0.042253215	1.042253215	1.004543235	2344L8	2344L8	1009.966123	2344	1	ma	65	37	28	10	1	8	19	5	3	1	28	18	2	66	9
NA	NA	25	B	73	17029	730	170290	NA	NA	NA	0.081897842	NA	NA	NA	NA	NA	NA	NA	2344L9	2344L9	901.0619061	2344	1	ma	24	16	8	3	1	5	6	2	1	1	10	6	1	19	8
89	30	25	A	15915	3899	159150	38990	0.078010063	0.074686074	0.003323989	0.078010063	0.003323989	0.029534827	0.029534827	0	0	1	1	2931anc	2931_1	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	31	25	B	33666	5773	336660	57730	0.088315975	0.078432761	0.009883214	0.088315975	0.009883214	0.077568319	0.077568319	0	0	1	1	2931anc	2931_2	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	14	25	C	20483	1419	204830	14190	0.078916409	0.072096203	0.006820207	0.082719149	0.010622946	0.057150094	0.089015245	0.00380274	0.031865151	0.968134849	0.99619726	2931anc	2931_3	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	16	25	C	33190	3067	331900	30670	0.096321386	0.07873387	0.017587516	0.082719149	0.003985279	0.147375033	0.033394742	-0.013602238	-0.113980291	1.113980291	1.013602238	2931anc	2931_4	0	2931	1	anc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
